source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,precision,recall,raw_p_hypergeom,gprofiler_fdr,gprofiler_significant,parents,tested_term_family_size,BH_FDR_all_GO_KEGG,BH_FDR_all_GO_KEGG_significant,BH_FDR_within_source,BH_FDR_within_source_significant
GO:MF,GO:0042802,identical protein binding,"""Binding to an identical protein or proteins."" [GOC:jl]",17,93,16,9,0.5625,0.5294117647058824,0.00015134631548943797,0.03617176940197518,True,GO:0005515,10123,0.12399046896472206,False,1.0,False
GO:MF,GO:0001221,transcription coregulator binding,"""Binding to a transcription coregulator, a protein involved in regulation of transcription via protein-protein interactions with transcription factors and other transcription regulatory proteins. Cofactors do not bind DNA directly, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery."" [GOC:krc]",7,93,16,4,0.25,0.5714285714285714,0.01546840449534828,0.15244584925185192,True,GO:0008134,10123,1.0,False,1.0,False
GO:MF,GO:0019903,protein phosphatase binding,"""Binding to a protein phosphatase."" [GOC:jl]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0019902,10123,1.0,False,1.0,False
GO:MF,GO:0008083,growth factor activity,"""The function that stimulates a cell to grow or proliferate. Most growth factors have other actions besides the induction of cell growth or proliferation."" [ISBN:0815316194]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0048018,10123,1.0,False,1.0,False
GO:MF,GO:0019899,enzyme binding,"""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]",25,93,16,9,0.5625,0.36,0.0062741919467421865,0.15244584925185192,True,GO:0005515,10123,1.0,False,1.0,False
GO:MF,GO:0019901,protein kinase binding,"""Binding to a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."" [GOC:jl]",10,93,16,5,0.3125,0.5,0.012131382253146326,0.15244584925185192,True,GO:0019900,10123,1.0,False,1.0,False
GO:MF,GO:0031490,chromatin DNA binding,"""Binding to DNA that is assembled into chromatin."" [GOC:mah]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0003677;GO:0003682,10123,1.0,False,1.0,False
GO:MF,GO:0030331,nuclear estrogen receptor binding,"""Binding to a nuclear estrogen receptor."" [GOC:ai]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0016922,10123,1.0,False,1.0,False
GO:MF,GO:0019900,kinase binding,"""Binding to a kinase, any enzyme that catalyzes the transfer of a phosphate group."" [GOC:jl]",10,93,16,5,0.3125,0.5,0.012131382253146326,0.15244584925185192,True,GO:0019899,10123,1.0,False,1.0,False
GO:MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",14,93,16,6,0.375,0.42857142857142855,0.01343740072977765,0.15244584925185192,True,GO:0000976,10123,1.0,False,1.0,False
GO:MF,GO:0005504,fatty acid binding,"""Binding to a fatty acid, an aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198506732]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0008289;GO:0033293,10123,1.0,False,1.0,False
GO:MF,GO:0051059,NF-kappaB binding,"""Binding to NF-kappaB, a transcription factor for eukaryotic RNA polymerase II promoters."" [GOC:ai]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0061629,10123,1.0,False,1.0,False
GO:MF,GO:0017171,serine hydrolase activity,"""Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [Wikipedia:Serine_hydrolase]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0016787,10123,1.0,False,1.0,False
GO:MF,GO:0000976,transcription cis-regulatory region binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]",14,93,16,6,0.375,0.42857142857142855,0.01343740072977765,0.15244584925185192,True,GO:0001067;GO:1990837,10123,1.0,False,1.0,False
GO:MF,GO:0001223,transcription coactivator binding,"""Binding to a transcription coactivator, a protein involved in positive regulation of transcription via protein-protein interactions with transcription factors and other proteins that positively regulate transcription. Transcription coactivators do not bind DNA directly, but rather mediate protein-protein interactions between activating transcription factors and the basal transcription machinery."" [GOC:krc]",6,93,16,4,0.25,0.6666666666666666,0.007438107694974472,0.15244584925185192,True,GO:0001221,10123,1.0,False,1.0,False
GO:MF,GO:0005488,binding,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",76,93,16,16,1.0,0.21052631578947367,0.02843927693128579,0.15244584925185192,True,GO:0003674,10123,1.0,False,1.0,False
GO:MF,GO:0050750,low-density lipoprotein particle receptor binding,"""Binding to a low-density lipoprotein receptor."" [GOC:ai]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0070325,10123,1.0,False,1.0,False
GO:MF,GO:0043167,ion binding,"""Binding to an ion, a charged atoms or groups of atoms."" [GOC:jl]",40,93,16,11,0.6875,0.275,0.022546933777852118,0.15244584925185192,True,GO:0036094,10123,1.0,False,1.0,False
GO:MF,GO:0042803,protein homodimerization activity,"""Binding to an identical protein to form a homodimer."" [GOC:jl]",4,93,16,3,0.1875,0.75,0.015391807818174738,0.15244584925185192,True,GO:0042802;GO:0046983,10123,1.0,False,1.0,False
GO:MF,GO:0046872,metal ion binding,"""Binding to a metal ion."" [GOC:ai]",31,93,16,10,0.625,0.3225806451612903,0.008827121661755614,0.15244584925185192,True,GO:0043169,10123,1.0,False,1.0,False
GO:MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor."" [GOC:mah]",2,93,16,2,0.125,1.0,0.028050490883592762,0.15244584925185192,True,GO:0016701;GO:0051213,10123,1.0,False,1.0,False
